HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459085.00076,2020-08-23.4961317,bB,2.13,17.632,17.353,0.170,0.416,0.064,g
2459085.84720,2020-08-24.3425605,bq,1.44,16.615,>16.615,99.990,0.557,0.164,g
2459085.84843,2020-08-24.3437943,bq,1.51,16.517,>16.517,99.990,0.785,0.180,g
2459085.84965,2020-08-24.3450105,bq,1.41,16.612,>16.612,99.990,0.331,0.165,g
2459086.88974,2020-08-25.3850982,bq,1.45,16.976,>16.976,99.990,0.419,0.118,g
2459086.89099,2020-08-25.3863506,bq,1.43,16.997,16.991,0.218,0.580,0.115,g
2459086.89224,2020-08-25.3875984,bq,1.47,16.949,>16.949,99.990,0.319,0.121,g
2459086.89917,2020-08-25.3945202,bB,2.10,17.407,17.223,0.185,0.468,0.079,g
2459086.90042,2020-08-25.3957671,bB,2.06,17.577,17.117,0.144,0.516,0.068,g
2459086.90166,2020-08-25.3970064,bB,2.07,17.554,17.303,0.174,0.435,0.069,g
2459087.89828,2020-08-26.3936331,bq,1.51,16.910,>16.910,99.990,0.590,0.125,g
2459087.89951,2020-08-26.3948559,bq,1.48,16.866,>16.866,99.990,0.593,0.130,g
2459087.90072,2020-08-26.3960707,bq,1.49,16.945,>16.945,99.990,0.441,0.121,g
2459087.90195,2020-08-26.3973050,br,1.43,17.181,17.178,0.219,0.488,0.097,g
2459087.90318,2020-08-26.3985258,br,1.43,17.191,>17.191,99.990,0.200,0.097,g
2459087.90441,2020-08-26.3997615,br,1.40,17.187,17.138,0.210,0.507,0.097,g
2459088.94388,2020-08-27.4392284,br,1.46,99.990,99.990,99.990,99.990,99.990,g
2459088.94509,2020-08-27.4404399,br,1.39,99.990,99.990,99.990,99.990,99.990,g
2459088.94631,2020-08-27.4416598,br,1.41,99.990,99.990,99.990,99.990,99.990,g
2459090.92455,2020-08-29.4198909,bB,2.10,16.622,>16.622,99.990,0.155,0.163,g
2459090.92579,2020-08-29.4211304,bB,2.07,16.730,>16.730,99.990,0.032,0.148,g
2459090.92704,2020-08-29.4223746,bB,2.22,16.614,>16.614,99.990,0.171,0.164,g
2459091.74408,2020-08-30.2394219,bA,2.28,15.792,>15.792,99.990,0.905,0.350,g
2459091.74533,2020-08-30.2406741,bA,2.30,15.944,>15.944,99.990,0.212,0.304,g
2459091.74662,2020-08-30.2419613,bA,2.28,15.901,>15.901,99.990,0.169,0.317,g
2459093.84511,2020-09-01.3404571,bB,2.10,16.267,>16.267,99.990,0.382,0.226,g
2459093.84635,2020-09-01.3417002,bB,2.11,16.334,>16.334,99.990,0.464,0.212,g
2459093.84759,2020-09-01.3429423,bB,2.12,16.129,>16.129,99.990,0.184,0.257,g
2459093.91720,2020-09-01.4125490,bA,2.08,15.993,>15.993,99.990,-0.431,0.291,g
2459093.91844,2020-09-01.4137880,bA,2.05,16.004,>16.004,99.990,0.500,0.288,g
2459093.91969,2020-09-01.4150381,bA,2.08,16.031,>16.031,99.990,0.592,0.281,g
2459094.96360,2020-09-02.4589577,bA,2.12,15.895,>15.895,99.990,-0.188,0.319,g
2459094.96485,2020-09-02.4602016,bA,2.09,15.912,>15.912,99.990,0.534,0.313,g
2459094.96609,2020-09-02.4614432,bA,2.13,15.750,>15.750,99.990,0.182,0.364,g
2459095.80916,2020-09-03.3045224,br,1.42,15.689,>15.689,99.990,-0.180,0.385,g
2459095.80946,2020-09-03.3048187,bA,2.06,16.069,>16.069,99.990,-0.119,0.271,g
2459095.81038,2020-09-03.3057430,br,1.42,15.753,>15.753,99.990,0.017,0.363,g
2459095.81071,2020-09-03.3060641,bA,2.06,16.073,>16.073,99.990,0.733,0.270,g
2459095.81159,2020-09-03.3069593,br,1.42,15.949,>15.949,99.990,1.127,0.303,g
2459095.81195,2020-09-03.3073034,bA,2.04,16.008,>16.008,99.990,-0.124,0.287,g
2459096.79381,2020-09-04.2891717,bq,1.48,15.933,>15.933,99.990,-0.474,0.308,g
2459096.79503,2020-09-04.2903927,bq,1.54,15.936,>15.936,99.990,0.759,0.307,g
2459096.79625,2020-09-04.2916146,bq,1.51,15.902,>15.902,99.990,-0.037,0.317,g
2459096.99501,2020-09-04.4903699,bB,2.04,16.597,>16.597,99.990,0.471,0.167,g
2459096.99625,2020-09-04.4916108,bB,2.04,16.471,>16.471,99.990,0.140,0.187,g
2459096.99749,2020-09-04.4928518,bB,2.07,16.405,>16.405,99.990,0.398,0.199,g
2459097.74367,2020-09-05.2390444,bq,1.44,16.237,>16.237,99.990,0.087,0.232,g
2459097.74489,2020-09-05.2402581,bq,1.49,16.205,>16.205,99.990,0.159,0.239,g
2459097.74611,2020-09-05.2414762,bq,1.52,16.243,>16.243,99.990,0.229,0.231,g
2459099.97642,2020-09-07.4718106,bB,2.33,16.679,>16.679,99.990,0.225,0.155,g
2459099.97766,2020-09-07.4730548,bB,2.41,16.880,>16.880,99.990,0.321,0.129,g
2459099.97890,2020-09-07.4742966,bB,2.39,16.844,>16.844,99.990,0.642,0.133,g
2459100.98931,2020-09-08.4847138,bA,2.08,16.804,>16.804,99.990,0.677,0.138,g
2459100.99055,2020-09-08.4859571,bA,2.09,16.824,>16.824,99.990,0.399,0.135,g
2459100.99179,2020-09-08.4871979,bA,2.07,16.792,>16.792,99.990,0.352,0.139,g
2459101.97826,2020-09-09.4736815,bB,2.08,17.008,>17.008,99.990,0.418,0.114,g
2459101.97950,2020-09-09.4749202,bB,2.07,17.081,>17.081,99.990,0.474,0.107,g
2459101.98074,2020-09-09.4761629,bB,2.07,17.129,>17.129,99.990,0.489,0.102,g
2459102.83839,2020-09-10.3338209,bA,1.99,17.308,17.010,0.167,0.570,0.087,g
2459102.83964,2020-09-10.3350696,bA,1.99,17.466,17.411,0.209,0.394,0.075,g
2459103.93161,2020-09-11.4270549,bB,2.07,17.559,17.325,0.177,0.427,0.069,g
2459103.93284,2020-09-11.4282965,bB,2.07,17.564,17.370,0.184,0.409,0.068,g
2459103.93408,2020-09-11.4295375,bB,2.08,17.725,17.491,0.177,0.366,0.059,g
2459106.77136,2020-09-14.2668609,bB,2.37,17.727,17.236,0.140,0.463,0.059,g
2459106.77260,2020-09-14.2681038,bB,2.22,17.647,17.180,0.143,0.488,0.063,g
2459106.77384,2020-09-14.2693466,bB,2.19,17.550,17.261,0.168,0.452,0.069,g
2459108.75511,2020-09-16.2506587,bA,2.01,17.326,17.108,0.179,0.521,0.085,g
2459108.75636,2020-09-16.2519068,bA,2.02,17.510,17.466,0.211,0.375,0.072,g
2459108.75760,2020-09-16.2531555,bA,2.05,17.526,>17.526,99.990,0.251,0.071,g
2459109.93182,2020-09-17.4273998,bA,2.05,17.447,>17.447,99.990,0.259,0.076,g
2459109.93306,2020-09-17.4286383,bA,2.05,17.381,17.224,0.190,0.468,0.081,g
2459109.93431,2020-09-17.4298844,bA,2.05,17.386,17.134,0.174,0.508,0.081,g
2459110.87193,2020-09-18.3675336,bB,2.06,17.386,>17.386,99.990,0.309,0.081,g
2459110.87317,2020-09-18.3687721,bB,2.05,17.468,>17.468,99.990,0.321,0.075,g
2459110.87441,2020-09-18.3700125,bB,2.05,17.677,17.628,0.210,0.323,0.062,g
2459113.88669,2020-09-21.3823714,bA,2.06,16.920,>16.920,99.990,0.412,0.124,g
2459113.88793,2020-09-21.3836164,bA,2.05,17.084,>17.084,99.990,0.426,0.106,g
2459113.88917,2020-09-21.3848556,bA,2.06,16.969,>16.969,99.990,0.351,0.118,g
2459113.93595,2020-09-21.4316390,bB,2.05,16.614,>16.614,99.990,0.312,0.164,g
2459113.93719,2020-09-21.4328773,bB,2.06,16.653,>16.653,99.990,0.578,0.158,g
2459113.93844,2020-09-21.4341263,bB,2.05,16.818,>16.818,99.990,0.410,0.136,g
2459115.92467,2020-09-23.4204206,bA,1.97,17.526,17.103,0.149,0.524,0.071,g
2459115.92591,2020-09-23.4216589,bA,1.65,17.565,17.145,0.149,0.503,0.068,g
2459115.92715,2020-09-23.4229010,bA,1.97,17.229,>17.229,99.990,0.357,0.093,g
2459115.93994,2020-09-23.4356886,bB,2.07,17.396,>17.396,99.990,0.388,0.080,g
2459115.94118,2020-09-23.4369297,bB,2.07,17.480,17.432,0.210,0.386,0.074,g
2459115.94242,2020-09-23.4381687,bB,2.07,17.376,>17.376,99.990,0.392,0.081,g
2459119.85526,2020-09-27.3511475,bA,2.06,16.342,>16.342,99.990,0.403,0.211,g
2459119.85650,2020-09-27.3523843,bA,2.07,16.370,>16.370,99.990,0.309,0.206,g
2459119.85773,2020-09-27.3536260,bA,2.06,16.489,>16.489,99.990,0.303,0.184,g
2459119.93113,2020-09-27.4270178,bA,2.03,16.289,>16.289,99.990,0.139,0.222,g
2459119.93236,2020-09-27.4282569,bA,2.05,16.374,>16.374,99.990,0.472,0.205,g
2459119.93361,2020-09-27.4294988,bA,2.02,16.291,>16.291,99.990,0.198,0.221,g
2459119.95765,2020-09-27.4535424,bB,2.35,15.896,>15.896,99.990,0.228,0.318,g
2459119.95889,2020-09-27.4547850,bB,2.39,16.190,>16.190,99.990,0.317,0.243,g
2459119.96013,2020-09-27.4560233,bB,2.22,16.360,>16.360,99.990,0.233,0.208,g
2459123.76006,2020-10-01.2560971,bB,2.11,16.232,>16.232,99.990,0.561,0.233,g
2459123.76130,2020-10-01.2573362,bB,2.10,16.346,>16.346,99.990,0.517,0.210,g
2459123.76253,2020-10-01.2585780,bB,2.10,16.248,>16.248,99.990,0.268,0.230,g
2459123.76762,2020-10-01.2636574,bA,2.03,16.096,>16.096,99.990,-0.094,0.265,g
2459123.76886,2020-10-01.2649018,bA,2.03,15.848,>15.848,99.990,0.323,0.333,g
2459123.77011,2020-10-01.2661532,bA,2.03,15.886,>15.886,99.990,0.237,0.321,g
2459126.63470,2020-10-04.1308623,bq,1.48,16.249,>16.249,99.990,0.875,0.230,g
2459126.63591,2020-10-04.1320759,bq,1.50,16.306,>16.306,99.990,0.913,0.218,g
2459126.63713,2020-10-04.1332964,bq,1.47,16.229,>16.229,99.990,0.253,0.234,g
2459127.83145,2020-10-05.3276767,br,1.48,15.920,>15.920,99.990,0.015,0.311,g
2459127.83267,2020-10-05.3288924,br,1.53,16.017,>16.017,99.990,0.194,0.285,g
2459127.83388,2020-10-05.3301047,br,1.52,16.013,>16.013,99.990,0.861,0.286,g
2459128.71242,2020-10-06.2086879,br,1.47,16.554,>16.554,99.990,0.675,0.174,g
2459128.71365,2020-10-06.2099128,br,1.46,16.514,>16.514,99.990,0.056,0.180,g
2459128.71488,2020-10-06.2111381,br,1.42,16.397,>16.397,99.990,-0.188,0.201,g
2459128.88630,2020-10-06.3825758,bA,2.27,16.529,>16.529,99.990,0.314,0.178,g
2459128.88754,2020-10-06.3838173,bA,2.20,16.426,>16.426,99.990,0.742,0.195,g
2459128.88880,2020-10-06.3850697,bA,2.31,16.629,>16.629,99.990,0.309,0.162,g
2459129.78636,2020-10-07.2826791,bq,1.42,16.131,>16.131,99.990,0.461,0.256,g
2459129.78757,2020-10-07.2838879,bq,1.45,16.186,>16.186,99.990,0.310,0.244,g
2459129.78879,2020-10-07.2851053,bq,1.48,16.154,>16.154,99.990,0.079,0.251,g
2459129.85456,2020-10-07.3508740,bB,2.08,17.143,>17.143,99.990,0.209,0.101,g
2459129.85580,2020-10-07.3521157,bB,2.07,17.118,>17.118,99.990,0.317,0.103,g
2459129.85703,2020-10-07.3533571,bB,2.06,17.168,>17.168,99.990,0.386,0.099,g
2459130.76690,2020-10-08.2632738,br,1.46,16.580,>16.580,99.990,0.177,0.169,g
2459130.76813,2020-10-08.2644959,br,1.43,16.655,>16.655,99.990,0.303,0.158,g
2459130.76936,2020-10-08.2657270,br,1.41,16.678,>16.678,99.990,0.419,0.155,g
2459130.80867,2020-10-08.3050435,bq,1.45,16.162,>16.162,99.990,0.586,0.249,g
2459130.80989,2020-10-08.3062667,bq,1.45,16.215,>16.215,99.990,0.224,0.237,g
2459130.81113,2020-10-08.3075016,bq,1.48,16.066,>16.066,99.990,0.221,0.272,g
2459131.86854,2020-10-09.3649564,bB,2.10,17.584,16.970,0.125,0.591,0.067,g
2459131.86978,2020-10-09.3662019,bB,2.09,17.756,17.291,0.143,0.440,0.057,g
2459131.87102,2020-10-09.3674439,bB,2.07,17.726,17.475,0.174,0.372,0.059,g
2459132.81880,2020-10-10.3152653,bB,2.16,17.448,17.341,0.199,0.420,0.076,g
2459132.82004,2020-10-10.3165096,bB,2.15,17.545,>17.545,99.990,0.252,0.070,g
2459132.82129,2020-10-10.3177527,bB,2.12,17.436,17.091,0.160,0.529,0.077,g
2459132.86812,2020-10-10.3645879,bA,2.16,17.261,17.250,0.217,0.457,0.091,g
2459132.86936,2020-10-10.3658311,bA,2.17,17.496,>17.496,99.990,0.313,0.073,g
2459132.87060,2020-10-10.3670743,bA,2.17,17.362,>17.362,99.990,0.353,0.082,g
2459133.78277,2020-10-11.2792917,bq,1.47,16.916,>16.916,99.990,0.527,0.124,g
2459133.78400,2020-10-11.2805253,bq,1.48,16.977,>16.977,99.990,0.385,0.118,g
2459133.78523,2020-10-11.2817528,bq,1.45,16.876,>16.876,99.990,0.216,0.129,g
2459133.82103,2020-10-11.3175531,br,1.42,16.866,>16.866,99.990,0.371,0.130,g
2459133.82226,2020-10-11.3187776,br,1.41,16.750,>16.750,99.990,0.478,0.145,g
2459133.82348,2020-10-11.3200069,br,1.42,16.890,>16.890,99.990,0.250,0.127,g
2459134.74474,2020-10-12.2413141,bq,1.46,16.853,>16.853,99.990,0.340,0.132,g
2459134.74595,2020-10-12.2425209,bq,1.44,16.783,>16.783,99.990,0.278,0.141,g
2459134.74717,2020-10-12.2437406,bq,1.48,16.398,>16.398,99.990,0.464,0.200,g
2459135.67662,2020-10-13.1732403,br,1.48,16.646,>16.646,99.990,0.534,0.159,g
2459135.67783,2020-10-13.1744623,br,1.53,16.727,>16.727,99.990,0.336,0.148,g
2459135.67906,2020-10-13.1756851,br,1.48,16.864,>16.864,99.990,0.100,0.130,g
2459136.68592,2020-10-14.1825969,bq,1.59,16.993,>16.993,99.990,0.545,0.116,g
2459136.68713,2020-10-14.1838108,bq,1.61,16.928,>16.928,99.990,0.326,0.123,g
2459136.68835,2020-10-14.1850334,bq,1.58,16.951,>16.951,99.990,0.337,0.120,g
2459137.79535,2020-10-15.2920975,br,2.00,99.990,99.990,99.990,99.990,99.990,g
2459137.79658,2020-10-15.2933170,br,1.65,99.990,99.990,99.990,99.990,99.990,g
2459137.79780,2020-10-15.2945540,br,1.63,99.990,99.990,99.990,99.990,99.990,g
2459138.80775,2020-10-16.3045493,bA,1.72,17.373,>17.373,99.990,0.269,0.082,g
2459138.80899,2020-10-16.3057935,bA,1.96,17.335,>17.335,99.990,0.252,0.085,g
2459138.81023,2020-10-16.3070327,bA,1.62,17.413,>17.413,99.990,0.373,0.079,g
2459138.85329,2020-10-16.3500906,bA,1.62,17.402,17.269,0.194,0.449,0.080,g
2459138.85452,2020-10-16.3513253,bA,1.96,17.510,17.199,0.165,0.479,0.072,g
2459138.85577,2020-10-16.3525695,bA,1.96,17.517,>17.517,99.990,0.311,0.071,g
2459139.78614,2020-10-17.2830004,br,1.61,17.119,>17.119,99.990,0.139,0.103,g
2459139.78736,2020-10-17.2842212,br,1.57,17.095,>17.095,99.990,0.423,0.105,g
2459139.78859,2020-10-17.28545,br,1.51,17.127,>17.127,99.990,0.350,0.102,g
2459141.86450,2020-10-19.3614787,bA,1.83,14.048,>14.048,99.990,-1.063,1.745,g
2459141.86574,2020-10-19.3627229,bA,2.01,99.990,99.990,99.990,99.990,99.990,g
2459141.86698,2020-10-19.3639586,bA,1.82,99.990,99.990,99.990,99.990,99.990,g
2459142.74845,2020-10-20.2454869,bA,1.97,17.396,17.358,0.212,0.414,0.080,g
2459142.74969,2020-10-20.2467285,bA,1.97,17.321,>17.321,99.990,0.362,0.086,g
2459142.75095,2020-10-20.2479788,bA,1.98,17.466,17.423,0.211,0.390,0.075,g
2459142.79050,2020-10-20.2875363,bA,2.02,17.425,17.349,0.205,0.417,0.078,g
2459142.79174,2020-10-20.2887784,bA,2.01,17.558,17.309,0.175,0.433,0.069,g
2459142.79298,2020-10-20.2900192,bA,2.00,17.448,17.301,0.192,0.436,0.076,g
2459142.91577,2020-10-20.4128181,bB,2.08,99.990,99.990,99.990,99.990,99.990,g
2459143.56521,2020-10-21.0622914,bi,1.44,16.739,>16.739,99.990,0.398,0.146,g
2459143.56642,2020-10-21.0635097,bi,1.42,16.571,>16.571,99.990,0.462,0.171,g
2459143.56764,2020-10-21.0647302,bi,1.47,16.746,>16.746,99.990,0.637,0.145,g
2459143.81244,2020-10-21.3095541,bB,2.06,17.506,>17.506,99.990,0.309,0.072,g
2459143.81370,2020-10-21.3107984,bB,2.02,16.922,>16.922,99.990,0.569,0.124,g
2459143.81494,2020-10-21.3120487,bB,2.03,16.360,>16.360,99.990,0.008,0.208,g
2459145.77351,2020-10-23.2707399,bq,1.47,16.796,>16.796,99.990,0.564,0.139,g
2459145.77475,2020-10-23.2719724,bq,1.46,16.836,>16.836,99.990,0.451,0.134,g
2459145.77597,2020-10-23.2731989,bq,1.50,16.924,>16.924,99.990,0.382,0.123,g
2459146.60105,2020-10-24.0983326,bF,1.60,16.235,>16.235,99.990,0.631,0.233,g
2459146.60233,2020-10-24.0996188,bF,1.66,16.176,>16.176,99.990,0.342,0.246,g
2459147.69802,2020-10-25.1953737,bq,1.42,16.016,>16.016,99.990,0.182,0.285,g
2459147.69924,2020-10-25.1965976,bq,1.51,16.078,>16.078,99.990,-0.006,0.269,g
2459147.70047,2020-10-25.1978163,bq,1.46,15.951,>15.951,99.990,0.498,0.302,g
2459147.77655,2020-10-25.2739103,br,1.43,15.998,>15.998,99.990,0.302,0.290,g
2459147.77777,2020-10-25.2751287,br,1.42,16.186,>16.186,99.990,0.144,0.244,g
2459147.77900,2020-10-25.2763553,br,1.47,16.155,>16.155,99.990,0.631,0.251,g
2459149.52135,2020-10-27.0188319,bE,1.46,15.942,>15.942,99.990,0.529,0.305,g
2459149.52264,2020-10-27.0201186,bE,1.56,15.840,>15.840,99.990,0.427,0.335,g
2459149.52392,2020-10-27.0214064,bE,1.52,15.775,>15.775,99.990,0.428,0.356,g
2459149.52524,2020-10-27.0227136,bF,1.63,16.061,>16.061,99.990,0.440,0.273,g
2459149.52653,2020-10-27.0240013,bF,1.99,16.067,>16.067,99.990,0.954,0.272,g
2459149.52781,2020-10-27.0252918,bF,1.56,16.065,>16.065,99.990,0.847,0.272,g
2459152.72088,2020-10-30.2185700,bA,2.21,16.144,>16.144,99.990,0.313,0.253,g
2459152.72212,2020-10-30.2198153,bA,2.11,15.996,>15.996,99.990,0.431,0.290,g
2459152.72336,2020-10-30.2210584,bA,2.09,16.149,>16.149,99.990,0.141,0.252,g
2459153.80906,2020-10-31.3068233,bA,2.08,16.026,>16.026,99.990,0.183,0.282,g
2459153.81030,2020-10-31.3080686,bA,2.08,15.967,>15.967,99.990,0.954,0.298,g
2459153.81154,2020-10-31.3093127,bA,2.09,16.112,>16.112,99.990,0.976,0.261,g
2459153.83537,2020-10-31.3331400,bB,2.13,16.425,>16.425,99.990,0.079,0.195,g
2459153.83662,2020-10-31.3343946,bB,2.12,16.316,>16.316,99.990,0.390,0.216,g
2459153.83787,2020-10-31.3356387,bB,2.13,16.327,>16.327,99.990,0.317,0.214,g
2459154.80430,2020-11-01.3021483,bA,2.02,16.043,>16.043,99.990,0.486,0.278,g
2459154.80555,2020-11-01.3033923,bA,2.02,16.113,>16.113,99.990,0.045,0.261,g
2459154.80679,2020-11-01.3046354,bA,2.02,16.025,>16.025,99.990,0.441,0.283,g
2459154.83456,2020-11-01.3323980,bB,2.05,16.459,>16.459,99.990,0.188,0.189,g
2459154.83580,2020-11-01.3336408,bB,2.05,16.316,>16.316,99.990,0.053,0.216,g
2459154.83704,2020-11-01.3348835,bB,2.07,16.267,>16.267,99.990,-0.259,0.226,g
2459155.80007,2020-11-02.2979831,bA,2.09,15.267,>15.267,99.990,-0.520,0.568,g
2459155.80131,2020-11-02.2992261,bA,1.65,15.095,>15.095,99.990,-0.068,0.665,g
2459155.82905,2020-11-02.3269744,bB,2.12,15.561,>15.561,99.990,-0.030,0.433,g
2459155.83030,2020-11-02.3282219,bB,2.12,15.603,>15.603,99.990,0.780,0.417,g
2459155.83154,2020-11-02.3294650,bB,2.15,15.556,>15.556,99.990,0.061,0.435,g
2459156.79447,2020-11-03.2924548,bA,2.00,16.376,>16.376,99.990,0.689,0.205,g
2459156.79571,2020-11-03.2936996,bA,2.00,16.489,>16.489,99.990,0.621,0.184,g
2459156.79696,2020-11-03.2949434,bA,2.00,16.520,>16.520,99.990,0.349,0.179,g
2459156.82484,2020-11-03.3228255,bB,2.21,16.629,>16.629,99.990,0.587,0.162,g
2459156.82608,2020-11-03.3240686,bB,2.22,16.621,>16.621,99.990,0.254,0.163,g
2459156.82732,2020-11-03.3253103,bB,2.21,16.603,>16.603,99.990,0.068,0.166,g
2459157.79423,2020-11-04.2922892,bA,2.00,16.260,>16.260,99.990,0.876,0.228,g
2459157.79547,2020-11-04.2935313,bA,2.00,16.507,>16.507,99.990,0.346,0.181,g
2459157.79671,2020-11-04.2947709,bA,2.01,99.990,99.990,99.990,99.990,99.990,g
2459158.79025,2020-11-05.2883747,bA,1.97,17.370,17.205,0.188,0.477,0.082,g
2459158.79149,2020-11-05.2896199,bA,1.98,17.312,>17.312,99.990,0.313,0.086,g
2459158.79273,2020-11-05.2908576,bA,1.97,17.382,17.236,0.192,0.463,0.081,g
2459158.82049,2020-11-05.3186211,bB,2.07,16.958,>16.958,99.990,0.524,0.120,g
2459158.82173,2020-11-05.3198618,bB,2.09,16.821,>16.821,99.990,0.236,0.136,g
2459158.82297,2020-11-05.3211045,bB,2.11,17.127,16.807,0.164,0.688,0.102,g
2459159.51070,2020-11-06.0088846,bj,1.67,16.359,>16.359,99.990,0.468,0.208,g
2459159.51125,2020-11-06.0094361,bE,1.60,16.314,>16.314,99.990,0.455,0.217,g
2459159.51192,2020-11-06.0101020,bj,1.63,16.688,>16.688,99.990,0.154,0.153,g
2459159.51255,2020-11-06.0107306,bE,1.58,16.430,>16.430,99.990,0.259,0.195,g
2459159.51315,2020-11-06.0113320,bj,1.67,16.642,>16.642,99.990,0.505,0.160,g
2459159.51384,2020-11-06.0120256,bE,1.62,16.376,>16.376,99.990,0.575,0.204,g
2459159.78596,2020-11-06.2841645,bA,2.44,14.547,>14.547,99.990,-0.115,1.102,g
2459159.78721,2020-11-06.2854130,bA,2.44,14.921,>14.921,99.990,1.188,0.781,g
2459159.78845,2020-11-06.2866548,bA,2.46,14.751,>14.751,99.990,-1.019,0.914,g
2459159.81633,2020-11-06.3145281,bB,2.04,15.174,>15.174,99.990,-0.372,0.619,g
2459159.81756,2020-11-06.3157709,bB,2.06,14.768,>14.768,99.990,-0.712,0.899,g
2459159.81882,2020-11-06.3170196,bB,2.03,14.775,>14.775,99.990,1.238,0.894,g
2459162.26155,2020-11-08.7599432,bm,2.11,99.990,99.990,99.990,99.990,99.990,g
2459163.79441,2020-11-10.2929103,bA,2.02,17.379,17.363,0.216,0.412,0.081,g
2459163.79566,2020-11-10.2941590,bA,2.02,17.297,>17.297,99.990,0.347,0.088,g
2459163.79690,2020-11-10.2954030,bA,2.01,17.303,>17.303,99.990,0.321,0.087,g
2459163.82454,2020-11-10.3230518,bB,2.06,17.421,>17.421,99.990,0.275,0.078,g
2459163.82578,2020-11-10.3242954,bB,2.06,17.595,>17.595,99.990,0.250,0.067,g
2459163.82704,2020-11-10.3255471,bB,2.07,17.403,>17.403,99.990,0.354,0.079,g
2459164.51735,2020-11-11.0159156,bi,1.40,16.485,>16.485,99.990,0.328,0.185,g
2459164.51857,2020-11-11.0171328,bi,1.36,16.534,>16.534,99.990,0.356,0.177,g
2459164.51980,2020-11-11.0183615,bi,1.39,16.498,>16.498,99.990,0.072,0.183,g
2459164.70930,2020-11-11.2078716,br,1.39,17.186,17.166,0.215,0.494,0.097,g
2459164.71053,2020-11-11.2090987,br,1.47,17.220,>17.220,99.990,0.470,0.094,g
2459164.71174,2020-11-11.2103138,br,1.45,17.181,>17.181,99.990,0.343,0.097,g
2459166.51131,2020-11-13.010025,bE,2.18,15.900,>15.900,99.990,-0.120,0.317,g
2459166.51260,2020-11-13.0113131,bE,2.16,16.068,>16.068,99.990,0.093,0.272,g
2459166.51389,2020-11-13.0126024,bE,2.19,16.259,>16.259,99.990,0.733,0.228,g
2459166.53107,2020-11-13.0297828,bF,1.54,17.007,>17.007,99.990,0.317,0.114,g
2459166.53234,2020-11-13.0310646,bF,1.51,16.992,>16.992,99.990,0.253,0.116,g
2459166.53366,2020-11-13.0323783,bF,1.48,17.028,>17.028,99.990,0.524,0.112,g
2459167.50800,2020-11-14.0067905,bE,1.55,15.402,>15.402,99.990,0.022,0.501,g
2459167.51798,2020-11-14.0167755,bE,1.56,16.411,>16.411,99.990,0.556,0.198,g
2459167.51927,2020-11-14.0180614,bE,1.57,16.547,>16.547,99.990,-0.068,0.175,g
2459167.52057,2020-11-14.0193603,bE,1.55,16.568,>16.568,99.990,-0.007,0.171,g
2459167.54154,2020-11-14.0403265,bE,1.46,16.621,>16.621,99.990,0.448,0.163,g
2459167.54283,2020-11-14.0416254,bE,1.49,16.479,>16.479,99.990,0.142,0.186,g
2459167.69486,2020-11-14.1936609,br,1.41,17.179,>17.179,99.990,0.450,0.098,g
2459167.69609,2020-11-14.1948909,br,1.40,17.111,>17.111,99.990,0.430,0.104,g
2459167.69730,2020-11-14.1961068,br,1.40,17.205,17.145,0.208,0.503,0.095,g
2459168.68225,2020-11-15.1811258,bq,1.55,17.131,>17.131,99.990,0.139,0.102,g
2459168.68347,2020-11-15.1823545,bq,1.53,16.859,>16.859,99.990,0.312,0.131,g
2459168.68469,2020-11-15.1835790,bq,1.55,16.937,>16.937,99.990,0.496,0.122,g
2459168.70618,2020-11-15.2050564,br,1.61,17.169,>17.169,99.990,0.484,0.098,g
2459168.70740,2020-11-15.2062791,br,1.55,17.040,>17.040,99.990,0.436,0.111,g
2459168.70861,2020-11-15.2074943,br,1.55,17.053,>17.053,99.990,0.418,0.110,g
2459170.67157,2020-11-17.1706061,bq,1.43,16.737,>16.737,99.990,0.395,0.147,g
2459170.67280,2020-11-17.1718325,bq,1.47,16.898,>16.898,99.990,0.479,0.126,g
2459170.67402,2020-11-17.1730569,bq,1.47,16.904,>16.904,99.990,0.559,0.126,g
2459170.69768,2020-11-17.1967224,br,1.43,17.088,17.061,0.214,0.544,0.106,g
2459170.69890,2020-11-17.1979439,br,1.51,17.209,>17.209,99.990,0.459,0.095,g
2459170.70013,2020-11-17.1991627,br,1.41,17.085,>17.085,99.990,0.458,0.106,g
2459172.62638,2020-11-19.1255722,br,1.45,17.054,>17.054,99.990,0.429,0.110,g
2459172.62761,2020-11-19.1268002,br,1.45,17.194,>17.194,99.990,0.388,0.096,g
2459172.62883,2020-11-19.1280243,br,1.44,17.083,>17.083,99.990,0.455,0.107,g
2459172.63008,2020-11-19.1292681,bq,1.51,16.971,>16.971,99.990,0.443,0.118,g
2459172.63131,2020-11-19.1304987,bq,1.48,17.022,>17.022,99.990,0.387,0.113,g
2459172.63257,2020-11-19.1317613,bq,1.51,16.896,>16.896,99.990,0.400,0.127,g
2459172.67468,2020-11-19.1738806,br,1.54,16.893,>16.893,99.990,0.243,0.127,g
2459172.67590,2020-11-19.1750958,br,1.57,16.900,>16.900,99.990,0.518,0.126,g
2459172.67712,2020-11-19.1763153,br,1.49,16.960,>16.960,99.990,0.227,0.119,g
2459174.54076,2020-11-21.0401015,bF,1.54,16.432,>16.432,99.990,0.444,0.194,g
